AirportID,City,IATA,Country,Name,ICAO,Latitude,Longitude,Altitude,Timezone,DST,Tz,Type,Source,
1,Goroka,GKA,Papua New Guinea,Goroka Airport,AYGA,-6.081689835,145.3919983,5282,10,U,Pacific/Port_Moresby,airport,OurAirports,
2,Madang,MAG,Papua New Guinea,Madang Airport,AYMD,-5.207079887,145.7890015,20,10,U,Pacific/Port_Moresby,airport,OurAirports,
3,Mount Hagen,HGU,Papua New Guinea,Mount Hagen Kagamuga Airport,AYMH,-5.826789856,144.2960052,5388,10,U,Pacific/Port_Moresby,airport,OurAirports,
4,Nadzab,LAE,Papua New Guinea,Nadzab Airport,AYNZ,-6.569803,146.725977,239,10,U,Pacific/Port_Moresby,airport,OurAirports,
5,Port Moresby,POM,Papua New Guinea,Port Moresby Jacksons International Airport,AYPY,-9.443380356,147.2200012,146,10,U,Pacific/Port_Moresby,airport,OurAirports,
6,Wewak,WWK,Papua New Guinea,Wewak International Airport,AYWK,-3.583830118,143.6690063,19,10,U,Pacific/Port_Moresby,airport,OurAirports,
7,Narssarssuaq,UAK,Greenland,Narsarsuaq Airport,BGBW,61.16049957,-45.42599869,112,-3,E,America/Godthab,airport,OurAirports,
8,Godthaab,GOH,Greenland,Godthaab / Nuuk Airport,BGGH,64.19090271,-51.67810059,283,-3,E,America/Godthab,airport,OurAirports,
9,Sondrestrom,SFJ,Greenland,Kangerlussuaq Airport,BGSF,67.0122219,-50.71160316,165,-3,E,America/Godthab,airport,OurAirports,
10,Thule,THU,Greenland,Thule Air Base,BGTL,76.53119659,-68.70320129,251,-4,E,America/Thule,airport,OurAirports,
11,Akureyri,AEY,Iceland,Akureyri Airport,BIAR,65.66000366,-18.0727005,6,0,N,Atlantic/Reykjavik,airport,OurAirports,
12,Egilsstadir,EGS,Iceland,Egilssta?ir Airport,BIEG,65.28330231,-14.40139961,76,0,N,Atlantic/Reykjavik,airport,OurAirports,
13,Hofn,HFN,Iceland,Hornafj?r?ur Airport,BIHN,64.295601,-15.2272,24,0,N,Atlantic/Reykjavik,airport,OurAirports,
14,Husavik,HZK,Iceland,H?sav?k Airport,BIHU,65.952301,-17.426001,48,0,N,Atlantic/Reykjavik,airport,OurAirports,
15,Isafjordur,IFJ,Iceland,?safj?r?ur Airport,BIIS,66.05809784,-23.13529968,8,0,N,Atlantic/Reykjavik,airport,OurAirports,
16,Keflavik,KEF,Iceland,Keflavik International Airport,BIKF,63.98500061,-22.60560036,171,0,N,Atlantic/Reykjavik,airport,OurAirports,
17,Patreksfjordur,PFJ,Iceland,Patreksfj?r?ur Airport,BIPA,65.555801,-23.965,11,0,N,Atlantic/Reykjavik,airport,OurAirports,
18,Reykjavik,RKV,Iceland,Reykjavik Airport,BIRK,64.12999725,-21.94059944,48,0,N,Atlantic/Reykjavik,airport,OurAirports,
19,Siglufjordur,SIJ,Iceland,Siglufj?r?ur Airport,BISI,66.133301,-18.9167,10,0,N,Atlantic/Reykjavik,airport,OurAirports,
20,Vestmannaeyjar,VEY,Iceland,Vestmannaeyjar Airport,BIVM,63.42430115,-20.27890015,326,0,N,Atlantic/Reykjavik,airport,OurAirports,
21,Sault Sainte Marie,YAM,Canada,Sault Ste Marie Airport,CYAM,46.48500061,-84.50939941,630,-5,A,America/Toronto,airport,OurAirports,
22,Winnipeg,\N,Canada,Winnipeg / St. Andrews Airport,CYAV,50.0564003,-97.03250122,760,-6,A,America/Winnipeg,airport,OurAirports,
23,Halifax,\N,Canada,Halifax / CFB Shearwater Heliport,CYAW,44.639702,-63.499401,144,-4,A,America/Halifax,airport,OurAirports,
24,St. Anthony,YAY,Canada,St. Anthony Airport,CYAY,51.39189911,-56.08309937,108,-3.5,A,America/St_Johns,airport,OurAirports,
25,Tofino,YAZ,Canada,Tofino / Long Beach Airport,CYAZ,49.079833,-125.775583,80,-8,A,America/Vancouver,airport,OurAirports,
26,Pelly Bay,YBB,Canada,Kugaaruk Airport,CYBB,68.534401,-89.808098,56,-7,A,America/Edmonton,airport,OurAirports,
27,Baie Comeau,YBC,Canada,Baie Comeau Airport,CYBC,49.13249969,-68.20439911,71,-5,A,America/Toronto,airport,OurAirports,
28,Bagotville,YBG,Canada,CFB Bagotville,CYBG,48.33060074,-70.99639893,522,-5,A,America/Toronto,airport,OurAirports,
29,Baker Lake,YBK,Canada,Baker Lake Airport,CYBK,64.29889679,-96.07779694,59,-6,A,America/Winnipeg,airport,OurAirports,
30,Campbell River,YBL,Canada,Campbell River Airport,CYBL,49.95080185,-125.2710037,346,-8,A,America/Vancouver,airport,OurAirports,
31,Brandon,YBR,Canada,Brandon Municipal Airport,CYBR,49.91,-99.951897,1343,-6,A,America/Winnipeg,airport,OurAirports,
32,Cambridge Bay,YCB,Canada,Cambridge Bay Airport,CYCB,69.10810089,-105.1380005,90,-7,A,America/Edmonton,airport,OurAirports,
33,Nanaimo,YCD,Canada,Nanaimo Airport,CYCD,49.05497022,-123.8698626,92,-8,A,America/Vancouver,airport,OurAirports,
34,Castlegar,YCG,Canada,Castlegar/West Kootenay Regional Airport,CYCG,49.29639816,-117.6320038,1624,-8,A,America/Vancouver,airport,OurAirports,
35,Chatham,YCH,Canada,Miramichi Airport,CYCH,47.007801,-65.449203,108,-4,A,America/Halifax,airport,OurAirports,
36,Charlo,YCL,Canada,Charlo Airport,CYCL,47.990799,-66.330299,132,-4,A,America/Halifax,airport,OurAirports,
37,Coppermine,YCO,Canada,Kugluktuk Airport,CYCO,67.816704,-115.143997,74,-7,A,America/Edmonton,airport,OurAirports,
38,Coronation,YCT,Canada,Coronation Airport,CYCT,52.07500076,-111.4449997,2595,-7,A,America/Edmonton,airport,OurAirports,
39,Chilliwack,YCW,Canada,Chilliwack Airport,CYCW,49.15280151,-121.939003,32,-8,A,America/Vancouver,airport,OurAirports,
40,Clyde River,YCY,Canada,Clyde River Airport,CYCY,70.48609924,-68.51670074,87,-5,A,America/Toronto,airport,OurAirports,
41,Coral Harbour,YZS,Canada,Coral Harbour Airport,CYZS,64.19329834,-83.35939789,210,-5,A,America/Coral_Harbour,airport,OurAirports,
42,Dawson,YDA,Canada,Dawson City Airport,CYDA,64.04309845,-139.128006,1215,-8,A,America/Vancouver,airport,OurAirports,
43,Burwash,YDB,Canada,Burwash Airport,CYDB,61.37110138,-139.0410004,2647,-8,A,America/Vancouver,airport,OurAirports,
44,Princeton,\N,Canada,Princeton Airport,CYDC,49.4681015,-120.5110016,2298,-8,A,America/Vancouver,airport,OurAirports,
45,Deer Lake,YDF,Canada,Deer Lake Airport,CYDF,49.21080017,-57.39139938,72,-3.5,A,America/St_Johns,airport,OurAirports,
46,Dease Lake,YDL,Canada,Dease Lake Airport,CYDL,58.42219925,-130.0319977,2600,-8,A,America/Vancouver,airport,OurAirports,
47,Dauphin,YDN,Canada,Dauphin Barker Airport,CYDN,51.10079956,-100.052002,999,-6,A,America/Winnipeg,airport,OurAirports,
48,Dawson Creek,YDQ,Canada,Dawson Creek Airport,CYDQ,55.74229813,-120.1829987,2148,-7,A,America/Dawson_Creek,airport,OurAirports,
49,Edmonton,YEG,Canada,Edmonton International Airport,CYEG,53.30970001,-113.5800018,2373,-7,A,America/Edmonton,airport,OurAirports,
50,Eskimo Point,YEK,Canada,Arviat Airport,CYEK,61.09420013,-94.07080078,32,-6,A,America/Winnipeg,airport,OurAirports,
51,Estevan,YEN,Canada,Estevan Airport,CYEN,49.21030045,-102.9660034,1905,-6,N,America/Regina,airport,OurAirports,
52,Edson,YET,Canada,Edson Airport,CYET,53.57889938,-116.4649963,3043,-7,A,America/Edmonton,airport,OurAirports,
53,Eureka,YEU,Canada,Eureka Airport,CYEU,79.99469757,-85.81420136,256,-6,A,America/Winnipeg,airport,OurAirports,
54,Inuvik,YEV,Canada,Inuvik Mike Zubko Airport,CYEV,68.30419922,-133.4830017,224,-7,A,America/Edmonton,airport,OurAirports,
55,Iqaluit,YFB,Canada,Iqaluit Airport,CYFB,63.756402,-68.555801,110,-5,A,America/Toronto,airport,OurAirports,
56,Fredericton,YFC,Canada,Fredericton Airport,CYFC,45.8689003,-66.53720093,68,-4,A,America/Halifax,airport,OurAirports,
57,Forestville,YFE,Canada,Forestville Airport,CYFE,48.74610138,-69.09719849,293,-5,A,America/Toronto,airport,OurAirports,
58,Flin Flon,YFO,Canada,Flin Flon Airport,CYFO,54.67810059,-101.6819992,997,-6,A,America/Winnipeg,airport,OurAirports,
59,Fort Resolution,YFR,Canada,Fort Resolution Airport,CYFR,61.18080139,-113.6900024,526,-7,A,America/Edmonton,airport,OurAirports,
60,Fort Simpson,YFS,Canada,Fort Simpson Airport,CYFS,61.7602005,-121.2369995,555,-7,A,America/Edmonton,airport,OurAirports,
61,Kingston,YGK,Canada,Kingston Norman Rogers Airport,CYGK,44.22529984,-76.59690094,305,-5,A,America/Toronto,airport,OurAirports,
62,La Grande Riviere,YGL,Canada,La Grande Rivi?re Airport,CYGL,53.62530136,-77.70420074,639,-5,A,America/Toronto,airport,OurAirports,
63,Gaspe,YGP,Canada,Gasp? (Michel-Pouliot) Airport,CYGP,48.77529907,-64.47859955,112,-5,A,America/Toronto,airport,OurAirports,
64,Geraldton,YGQ,Canada,Geraldton Greenstone Regional Airport,CYGQ,49.77830124,-86.93939972,1144,-5,A,America/Toronto,airport,OurAirports,
65,Iles De La Madeleine,YGR,Canada,?les-de-la-Madeleine Airport,CYGR,47.42470169,-61.77809906,35,-5,A,America/Toronto,airport,OurAirports,
66,Hudson Bay,YHB,Canada,Hudson Bay Airport,CYHB,52.81669998,-102.310997,1175,-6,N,America/Regina,airport,OurAirports,
67,Dryden,YHD,Canada,Dryden Regional Airport,CYHD,49.831699,-92.744202,1354,-6,A,America/Winnipeg,airport,OurAirports,
68,Holman Island,YHI,Canada,Ulukhaktok Holman Airport,CYHI,70.76280212,-117.8059998,117,-7,A,America/Edmonton,airport,OurAirports,
69,Gjoa Haven,YHK,Canada,Gjoa Haven Airport,CYHK,68.63559723,-95.84970093,152,-7,A,America/Edmonton,airport,OurAirports,
70,Hamilton,YHM,Canada,John C. Munro Hamilton International Airport,CYHM,43.17359924,-79.93499756,780,-5,A,America/Toronto,airport,OurAirports,
71,Montreal,YHU,Canada,Montr?al / Saint-Hubert Airport,CYHU,45.51750183,-73.41690063,90,-5,A,America/Toronto,airport,OurAirports,
72,Hay River,YHY,Canada,Hay River / Merlyn Carter Airport,CYHY,60.83969879,-115.7829971,541,-7,A,America/Edmonton,airport,OurAirports,
73,Halifax,YHZ,Canada,Halifax / Stanfield International Airport,CYHZ,44.88079834,-63.50859833,477,-4,A,America/Halifax,airport,OurAirports,
74,Atikokan,YIB,Canada,Atikokan Municipal Airport,CYIB,48.77389908,-91.63860321,1408,-5,A,America/Coral_Harbour,airport,OurAirports,
75,Pond Inlet,YIO,Canada,Pond Inlet Airport,CYIO,72.6832962,-77.96669769,181,-5,A,America/Toronto,airport,OurAirports,
76,St. Jean,YJN,Canada,St Jean Airport,CYJN,45.29439926,-73.28109741,136,-5,A,America/Toronto,airport,OurAirports,
77,Stephenville,YJT,Canada,Stephenville Airport,CYJT,48.5442009,-58.54999924,84,-3.5,A,America/St_Johns,airport,OurAirports,
78,Kamloops,YKA,Canada,Kamloops Airport,CYKA,50.70220184,-120.4440002,1133,-8,A,America/Vancouver,airport,OurAirports,
79,Waterloo,YKF,Canada,Waterloo Airport,CYKF,43.46080017,-80.37860107,1055,-5,A,America/Toronto,airport,OurAirports,
80,Schefferville,YKL,Canada,Schefferville Airport,CYKL,54.80530167,-66.80529785,1709,-5,A,America/Toronto,airport,OurAirports,
81,Kindersley,YKY,Canada,Kindersley Airport,CYKY,51.51750183,-109.1809998,2277,-6,N,America/Regina,airport,OurAirports,
82,Toronto,YKZ,Canada,Buttonville Municipal Airport,CYKZ,43.86220169,-79.37000275,650,-5,A,America/Toronto,airport,OurAirports,
83,Chapleau,YLD,Canada,Chapleau Airport,CYLD,47.81999969,-83.34670258,1470,-5,A,America/Toronto,airport,OurAirports,
84,Meadow Lake,YLJ,Canada,Meadow Lake Airport,CYLJ,54.12530136,-108.5230026,1576,-6,N,America/Regina,airport,OurAirports,
85,Lloydminster,YLL,Canada,Lloydminster Airport,CYLL,53.30920029,-110.072998,2193,-7,A,America/Edmonton,airport,OurAirports,
86,Alert,YLT,Canada,Alert Airport,CYLT,82.51779938,-62.2806015,100,-5,A,America/Toronto,airport,OurAirports,
87,Kelowna,YLW,Canada,Kelowna International Airport,CYLW,49.95610046,-119.3779984,1421,-8,A,America/Vancouver,airport,OurAirports,
88,Mayo,YMA,Canada,Mayo Airport,CYMA,63.61640167,-135.8679962,1653,-8,A,America/Vancouver,airport,OurAirports,
89,Moose Jaw,YMJ,Canada,Moose Jaw Air Vice Marshal C. M. McEwen Airport,CYMJ,50.33029938,-105.5589981,1892,-6,N,America/Regina,airport,OurAirports,
90,Fort Mcmurray,YMM,Canada,Fort McMurray Airport,CYMM,56.65330124,-111.2220001,1211,-7,A,America/Edmonton,airport,OurAirports,
91,Moosonee,YMO,Canada,Moosonee Airport,CYMO,51.29109955,-80.60780334,30,-5,A,America/Toronto,airport,OurAirports,
92,Maniwaki,YMW,Canada,Maniwaki Airport,CYMW,46.27280045,-75.99060059,656,-5,A,America/Toronto,airport,OurAirports,
93,Montreal,YMX,Canada,Montreal International (Mirabel) Airport,CYMX,45.679501,-74.038696,270,-5,A,America/Toronto,airport,OurAirports,
94,Natashquan,YNA,Canada,Natashquan Airport,CYNA,50.18999863,-61.78919983,39,-5,A,America/Toronto,airport,OurAirports,
95,Gatineau,YND,Canada,Ottawa / Gatineau Airport,CYND,45.52170181,-75.56359863,211,-5,A,America/Toronto,airport,OurAirports,
96,Matagami,YNM,Canada,Matagami Airport,CYNM,49.76169968,-77.80280304,918,-5,A,America/Toronto,airport,OurAirports,
97,Old Crow,YOC,Canada,Old Crow Airport,CYOC,67.57060242,-139.8390045,824,-8,A,America/Vancouver,airport,OurAirports,
98,Cold Lake,YOD,Canada,CFB Cold Lake,CYOD,54.40499878,-110.2789993,1775,-7,A,America/Edmonton,airport,OurAirports,
99,High Level,YOJ,Canada,High Level Airport,CYOJ,58.62139893,-117.1650009,1110,-7,A,America/Edmonton,airport,OurAirports,
100,Ottawa,YOW,Canada,Ottawa Macdonald-Cartier International Airport,CYOW,45.32249832,-75.66919708,374,-5,A,America/Toronto,airport,OurAirports,
101,Prince Albert,YPA,Canada,Prince Albert Glass Field,CYPA,53.21419907,-105.6729965,1405,-6,N,America/Regina,airport,OurAirports,
102,Peace River,YPE,Canada,Peace River Airport,CYPE,56.226898,-117.446999,1873,-7,A,America/Edmonton,airport,OurAirports,
103,Portage-la-prairie,YPG,Canada,Southport Airport,CYPG,49.903099,-98.273817,885,-6,A,America/Winnipeg,airport,OurAirports,
104,Pitt Meadows,\N,Canada,Pitt Meadows Airport,CYPK,49.21609879,-122.7099991,11,-8,A,America/Vancouver,airport,OurAirports,
105,Pickle Lake,YPL,Canada,Pickle Lake Airport,CYPL,51.44639969,-90.21420288,1267,-5,A,America/Coral_Harbour,airport,OurAirports,
106,Port Menier,YPN,Canada,Port Menier Airport,CYPN,49.83639908,-64.28859711,167,-5,A,America/Toronto,airport,OurAirports,
107,Peterborough,YPQ,Canada,Peterborough Airport,CYPQ,44.22999954,-78.36329651,628,-5,A,America/Toronto,airport,OurAirports,
108,Prince Pupert,YPR,Canada,Prince Rupert Airport,CYPR,54.28609848,-130.4450073,116,-8,A,America/Vancouver,airport,OurAirports,
109,Fort Chipewyan,YPY,Canada,Fort Chipewyan Airport,CYPY,58.76720047,-111.1169968,761,-7,A,America/Edmonton,airport,OurAirports,
110,Muskoka,YQA,Canada,Muskoka Airport,CYQA,44.97470093,-79.30329895,925,-5,A,America/Toronto,airport,OurAirports,
111,Quebec,YQB,Canada,Quebec Jean Lesage International Airport,CYQB,46.7911,-71.393303,244,-5,A,America/Toronto,airport,OurAirports,
112,Red Deer Industrial,YQF,Canada,Red Deer Regional Airport,CYQF,52.18220139,-113.8939972,2968,-7,A,America/Edmonton,airport,OurAirports,
113,Windsor,YQG,Canada,Windsor Airport,CYQG,42.27560043,-82.95559692,622,-5,A,America/Toronto,airport,OurAirports,
114,Watson Lake,YQH,Canada,Watson Lake Airport,CYQH,60.11640167,-128.8220062,2255,-8,A,America/Vancouver,airport,OurAirports,
115,Kenora,YQK,Canada,Kenora Airport,CYQK,49.78829956,-94.36309814,1332,-6,A,America/Winnipeg,airport,OurAirports,
116,Lethbridge,YQL,Canada,Lethbridge County Airport,CYQL,49.63029861,-112.8000031,3048,-7,A,America/Edmonton,airport,OurAirports,
117,Moncton,YQM,Canada,Greater Moncton International Airport,CYQM,46.11220169,-64.6785965,232,-4,A,America/Halifax,airport,OurAirports,
119,Comox,YQQ,Canada,Comox Airport,CYQQ,49.71080017,-124.887001,84,-8,A,America/Vancouver,airport,OurAirports,
120,Regina,YQR,Canada,Regina International Airport,CYQR,50.43190002,-104.6660004,1894,-6,N,America/Regina,airport,OurAirports,
121,Thunder Bay,YQT,Canada,Thunder Bay Airport,CYQT,48.37189865,-89.32389832,653,-5,A,America/Toronto,airport,OurAirports,
122,Grande Prairie,YQU,Canada,Grande Prairie Airport,CYQU,55.17969894,-118.8850021,2195,-7,A,America/Edmonton,airport,OurAirports,
123,Yorkton,YQV,Canada,Yorkton Municipal Airport,CYQV,51.26470184,-102.461998,1635,-6,N,America/Regina,airport,OurAirports,
124,North Battleford,YQW,Canada,North Battleford Airport,CYQW,52.76919937,-108.2440033,1799,-6,N,America/Regina,airport,OurAirports,
125,Gander,YQX,Canada,Gander International Airport,CYQX,48.93690109,-54.56809998,496,-3.5,A,America/St_Johns,airport,OurAirports,
126,Sydney,YQY,Canada,Sydney / J.A. Douglas McCurdy Airport,CYQY,46.1614,-60.047798,203,-4,A,America/Halifax,airport,OurAirports,
127,Quesnel,YQZ,Canada,Quesnel Airport,CYQZ,53.02610016,-122.5100021,1789,-8,A,America/Vancouver,airport,OurAirports,
128,Resolute,YRB,Canada,Resolute Bay Airport,CYRB,74.71690369,-94.9693985,215,-6,A,America/Winnipeg,airport,OurAirports,
129,Riviere Du Loup,YRI,Canada,Rivi?re-du-Loup Airport,CYRI,47.76440048,-69.58470154,427,-5,A,America/Toronto,airport,OurAirports,
130,Roberval,YRJ,Canada,Roberval Airport,CYRJ,48.52000046,-72.26560211,586,-5,A,America/Toronto,airport,OurAirports,
131,Rocky Mountain House,YRM,Canada,Rocky Mountain House Airport,CYRM,52.42969894,-114.9039993,3244,-7,A,America/Edmonton,airport,OurAirports,
132,Rankin Inlet,YRT,Canada,Rankin Inlet Airport,CYRT,62.81140137,-92.11579895,94,-6,A,America/Winnipeg,airport,OurAirports,
133,Sudbury,YSB,Canada,Sudbury Airport,CYSB,46.625,-80.79889679,1141,-5,A,America/Toronto,airport,OurAirports,
134,Sherbrooke,YSC,Canada,Sherbrooke Airport,CYSC,45.43859863,-71.69139862,792,-5,A,America/Toronto,airport,OurAirports,
135,St. John,YSJ,Canada,Saint John Airport,CYSJ,45.31610107,-65.89029694,357,-4,A,America/Halifax,airport,OurAirports,
136,Fort Smith,YSM,Canada,Fort Smith Airport,CYSM,60.02030182,-111.961998,671,-7,A,America/Edmonton,airport,OurAirports,
137,Nanisivik,YSR,Canada,Nanisivik Airport,CYSR,72.982201,-84.613602,2106,-5,A,America/Toronto,airport,OurAirports,
138,Summerside,YSU,Canada,Summerside Airport,CYSU,46.44060135,-63.83359909,56,-4,A,America/Halifax,airport,OurAirports,
139,Sachs Harbour,YSY,Canada,Sachs Harbour (David Nasogaluak Jr. Saaryuaq) Airport,CYSY,71.99389648,-125.2429962,282,-7,A,America/Edmonton,airport,OurAirports,
140,Cape Dorset,YTE,Canada,Cape Dorset Airport,CYTE,64.23000336,-76.52670288,164,-5,A,America/Toronto,airport,OurAirports,
141,Thompson,YTH,Canada,Thompson Airport,CYTH,55.80110168,-97.86419678,729,-6,A,America/Winnipeg,airport,OurAirports,
142,Trenton,YTR,Canada,CFB Trenton,CYTR,44.1189003,-77.52809906,283,-5,A,America/Toronto,airport,OurAirports,
143,Timmins,YTS,Canada,Timmins/Victor M. Power,CYTS,48.56969833,-81.37670136,967,-5,A,America/Toronto,airport,OurAirports,
144,Toronto,YTZ,Canada,Billy Bishop Toronto City Centre Airport,CYTZ,43.627499,-79.396202,252,-5,A,America/Toronto,airport,OurAirports,
145,Tuktoyaktuk,YUB,Canada,Tuktoyaktuk Airport,CYUB,69.4332962,-133.026001,15,-7,A,America/Edmonton,airport,OurAirports,
146,Montreal,YUL,Canada,Montreal / Pierre Elliott Trudeau International Airport,CYUL,45.47060013,-73.74079895,118,-5,A,America/Toronto,airport,OurAirports,
147,Repulse Bay,YUT,Canada,Repulse Bay Airport,CYUT,66.52140045,-86.22470093,80,-6,A,America/Winnipeg,airport,OurAirports,
148,Hall Beach,YUX,Canada,Hall Beach Airport,CYUX,68.77610016,-81.2425,30,-5,A,America/Toronto,airport,OurAirports,
149,Rouyn,YUY,Canada,Rouyn Noranda Airport,CYUY,48.20610046,-78.83560181,988,-5,A,America/Toronto,airport,OurAirports,
150,La Ronge,YVC,Canada,La Ronge Airport,CYVC,55.15140152,-105.262001,1242,-6,N,America/Regina,airport,OurAirports,
151,Vermillion,YVG,Canada,Vermilion Airport,CYVG,53.35580063,-110.8239975,2025,-7,A,America/Edmonton,airport,OurAirports,
152,Broughton Island,YVM,Canada,Qikiqtarjuaq Airport,CYVM,67.54579926,-64.03140259,21,-5,A,America/Toronto,airport,OurAirports,
153,Val D'or,YVO,Canada,Val-d'Or Airport,CYVO,48.05329895,-77.78279877,1107,-5,A,America/Toronto,airport,OurAirports,
154,Quujjuaq,YVP,Canada,Kuujjuaq Airport,CYVP,58.09609985,-68.42690277,129,-5,A,America/Toronto,airport,OurAirports,
155,Norman Wells,YVQ,Canada,Norman Wells Airport,CYVQ,65.28160095,-126.7979965,238,-7,A,America/Edmonton,airport,OurAirports,
156,Vancouver,YVR,Canada,Vancouver International Airport,CYVR,49.19390106,-123.1839981,14,-8,A,America/Vancouver,airport,OurAirports,
157,Buffalo Narrows,YVT,Canada,Buffalo Narrows Airport,CYVT,55.84189987,-108.4179993,1423,-6,N,America/Regina,airport,OurAirports,
158,Wiarton,YVV,Canada,Wiarton Airport,CYVV,44.7458,-81.107201,729,-5,A,America/Toronto,airport,OurAirports,
159,Petawawa,YWA,Canada,Petawawa Airport,CYWA,45.95220184,-77.31919861,427,-5,A,America/Toronto,airport,OurAirports,
160,Winnipeg,YWG,Canada,Winnipeg / James Armstrong Richardson International Airport,CYWG,49.90999985,-97.23989868,783,-6,A,America/Winnipeg,airport,OurAirports,
161,Wabush,YWK,Canada,Wabush Airport,CYWK,52.9219017,-66.86440277,1808,-4,A,America/Halifax,airport,OurAirports,
162,Williams Lake,YWL,Canada,Williams Lake Airport,CYWL,52.18310165,-122.0540009,3085,-8,A,America/Vancouver,airport,OurAirports,
163,Wrigley,YWY,Canada,Wrigley Airport,CYWY,63.20940018,-123.4369965,489,-7,A,America/Edmonton,airport,OurAirports,
164,Cranbrook,YXC,Canada,Cranbrook/Canadian Rockies International Airport,CYXC,49.6108017,-115.7819977,3082,-7,A,America/Edmonton,airport,OurAirports,
165,Edmonton,YXD,Canada,Edmonton City Centre (Blatchford Field) Airport,CYXD,53.57249832,-113.5210037,2202,-7,A,America/Edmonton,airport,OurAirports,
166,Saskatoon,YXE,Canada,Saskatoon John G. Diefenbaker International Airport,CYXE,52.17079926,-106.6999969,1653,-6,N,America/Regina,airport,OurAirports,
167,Medicine Hat,YXH,Canada,Medicine Hat Airport,CYXH,50.01890182,-110.7210007,2352,-7,A,America/Edmonton,airport,OurAirports,
168,Fort Saint John,YXJ,Canada,Fort St John Airport,CYXJ,56.23809814,-120.7399979,2280,-7,A,America/Dawson_Creek,airport,OurAirports,
169,Sioux Lookout,YXL,Canada,Sioux Lookout Airport,CYXL,50.11389923,-91.90529633,1258,-6,A,America/Winnipeg,airport,OurAirports,
170,Pangnirtung,YXP,Canada,Pangnirtung Airport,CYXP,66.14499664,-65.71360016,75,-5,A,America/Toronto,airport,OurAirports,
171,Earlton,YXR,Canada,Earlton (Timiskaming Regional) Airport,CYXR,47.69740065,-79.84734535,800,-5,A,America/Toronto,airport,OurAirports,
172,Prince George,YXS,Canada,Prince George Airport,CYXS,53.88940048,-122.6790009,2267,-8,A,America/Vancouver,airport,OurAirports,
173,Terrace,YXT,Canada,Northwest Regional Airport Terrace-Kitimat,CYXT,54.468498,-128.576009,713,-8,A,America/Vancouver,airport,OurAirports,
174,London,YXU,Canada,London Airport,CYXU,43.035599,-81.1539,912,-5,A,America/Toronto,airport,OurAirports,
175,Abbotsford,YXX,Canada,Abbotsford Airport,CYXX,49.02529907,-122.3610001,195,-8,A,America/Vancouver,airport,OurAirports,
176,Whitehorse,YXY,Canada,Whitehorse / Erik Nielsen International Airport,CYXY,60.70959854,-135.0670013,2317,-8,A,America/Vancouver,airport,OurAirports,
177,North Bay,YYB,Canada,North Bay Jack Garland Airport,CYYB,46.363602,-79.422798,1215,-5,A,America/Toronto,airport,OurAirports,
178,Calgary,YYC,Canada,Calgary International Airport,CYYC,51.11389923,-114.0199966,3557,-7,A,America/Edmonton,airport,OurAirports,
179,Smithers,YYD,Canada,Smithers Airport,CYYD,54.8246994,-127.1829987,1712,-8,A,America/Vancouver,airport,OurAirports,
180,Fort Nelson,YYE,Canada,Fort Nelson Airport,CYYE,58.83639908,-122.5970001,1253,-8,A,America/Vancouver,airport,OurAirports,
181,Penticton,YYF,Canada,Penticton Airport,CYYF,49.46310043,-119.6019974,1129,-8,A,America/Vancouver,airport,OurAirports,
182,Charlottetown,YYG,Canada,Charlottetown Airport,CYYG,46.29000092,-63.12110138,160,-4,A,America/Halifax,airport,OurAirports,
183,Spence Bay,YYH,Canada,Taloyoak Airport,CYYH,69.54669952,-93.5766983,92,-7,A,America/Edmonton,airport,OurAirports,
184,Victoria,YYJ,Canada,Victoria International Airport,CYYJ,48.64690018,-123.4260025,63,-8,A,America/Vancouver,airport,OurAirports,
185,Lynn Lake,YYL,Canada,Lynn Lake Airport,CYYL,56.86389923,-101.0759964,1170,-6,A,America/Winnipeg,airport,OurAirports,
186,Swift Current,YYN,Canada,Swift Current Airport,CYYN,50.29190063,-107.6910019,2680,-6,N,America/Regina,airport,OurAirports,
187,Churchill,YYQ,Canada,Churchill Airport,CYYQ,58.73920059,-94.06500244,94,-6,A,America/Winnipeg,airport,OurAirports,
188,Goose Bay,YYR,Canada,Goose Bay Airport,CYYR,53.31919861,-60.42580032,160,-4,A,America/Halifax,airport,OurAirports,
189,St. John's,YYT,Canada,St. John's International Airport,CYYT,47.61859894,-52.75189972,461,-3.5,A,America/St_Johns,airport,OurAirports,
190,Kapuskasing,YYU,Canada,Kapuskasing Airport,CYYU,49.41389847,-82.46749878,743,-5,A,America/Toronto,airport,OurAirports,
191,Armstrong,YYW,Canada,Armstrong Airport,CYYW,50.29029846,-88.90969849,1058,-5,A,America/Toronto,airport,OurAirports,
192,Mont Joli,YYY,Canada,Mont Joli Airport,CYYY,48.60860062,-68.20809937,172,-5,A,America/Toronto,airport,OurAirports,
193,Toronto,YYZ,Canada,Lester B. Pearson International Airport,CYYZ,43.67720032,-79.63059998,569,-5,A,America/Toronto,airport,OurAirports,
194,Toronto,YZD,Canada,Downsview Airport,CYZD,43.74250031,-79.46559906,652,-5,A,America/Toronto,airport,OurAirports,
195,Gore Bay,YZE,Canada,Gore Bay Manitoulin Airport,CYZE,45.88529968,-82.56780243,635,-5,A,America/Toronto,airport,OurAirports,
196,Yellowknife,YZF,Canada,Yellowknife Airport,CYZF,62.46279907,-114.4400024,675,-7,A,America/Edmonton,airport,OurAirports,
